1,76,3
1,158,3
1,164,4
2,3,3
2,4,5
2,27,3
2,34,6
2,35,6
2,40,4
2,45,17
2,66,3
2,104,4
2,133,4
2,159,3
2,170,9
2,180,8
2,196,4
2,226,7
2,249,5
2,250,13
2,251,14
2,254,4
2,257,6
2,270,21
2,300,3
3,4,13
3,11,10
3,29,11
3,30,4
3,34,5
3,40,9
3,43,8
3,45,16
3,46,6
3,55,13
3,60,5
3,66,8
3,68,4
3,83,3
3,86,3
3,89,3
3,94,18
3,104,7
3,105,3
3,110,6
3,113,5
3,114,21
3,115,12
3,122,47
3,123,6
3,124,4
3,133,16
3,135,14
3,136,6
3,139,14
3,154,6
3,155,5
3,156,6
3,158,5
3,159,12
3,161,3
3,175,3
3,182,6
3,192,3
3,194,7
3,195,8
3,196,10
3,198,12
3,199,4
3,203,14
3,204,3
3,230,7
3,234,5
3,239,12
3,249,23
3,252,7
3,253,16
3,254,27
3,257,14
3,258,5
3,261,3
3,279,13
3,282,19
3,283,51
3,284,7
3,289,5
3,291,4
3,292,3
3,293,8
3,296,9
3,300,4
4,2,5
4,3,10
4,6,3
4,11,51
4,17,14
4,21,5
4,24,22
4,27,102
4,29,10
4,30,3
4,31,3
4,34,31
4,35,66
4,36,11
4,38,4
4,39,6
4,40,5
4,41,16
4,43,6
4,44,26
4,45,87
4,47,5
4,49,12
4,51,3
4,52,3
4,55,12
4,57,3
4,59,5
4,60,33
4,66,9
4,67,4
4,68,36
4,75,4
4,76,8
4,82,16
4,83,5
4,86,19
4,89,5
4,93,3
4,94,20
4,97,11
4,98,6
4,99,8
4,100,12
4,102,3
4,104,61
4,105,3
4,110,7
4,111,6
4,113,3
4,114,20
4,115,10
4,122,7
4,123,13
4,124,25
4,127,3
4,132,9
4,133,4
4,135,4
4,136,9
4,139,7
4,140,10
4,147,30
4,150,5
4,151,4
4,156,4
4,157,8
4,158,11
4,159,8
4,161,7
4,165,7
4,166,3
4,168,12
4,169,19
4,178,22
4,185,4
4,189,6
4,190,3
4,191,16
4,192,5
4,194,14
4,195,17
4,196,11
4,197,28
4,198,29
4,199,58
4,200,43
4,203,9
4,204,7
4,209,37
4,211,5
4,220,9
4,221,16
4,222,7
4,223,37
4,224,4
4,226,4
4,228,10
4,229,4
4,230,8
4,231,3
4,232,3
4,236,15
4,237,12
4,239,15
4,240,17
4,247,3
4,249,4
4,252,4
4,253,15
4,254,101
4,257,47
4,258,114
4,261,28
4,263,15
4,264,6
4,266,8
4,267,10
4,270,8
4,272,5
4,277,14
4,279,4
4,282,13
4,283,16
4,284,5
4,289,4
4,290,5
4,291,19
4,292,17
4,293,13
4,296,4
4,300,69
5,6,4
5,19,4
5,21,8
5,51,14
5,52,3
5,57,5
5,60,7
5,108,11
5,109,5
5,127,8
5,189,16
5,247,4
5,280,10
5,300,9
6,5,12
6,10,4
6,19,7
6,21,20
6,44,5
6,51,10
6,52,76
6,57,10
6,60,7
6,62,6
6,83,3
6,98,7
6,100,3
6,102,18
6,108,3
6,109,23
6,115,4
6,127,22
6,133,5
6,136,5
6,137,8
6,189,11
6,206,12
6,222,3
6,247,17
6,254,4
6,280,14
6,290,8
6,292,4
6,295,21
6,300,23
7,21,3
7,300,6
9,3,17
9,4,9
9,15,3
9,17,5
9,27,9
9,29,3
9,35,3
9,40,9
9,43,4
9,45,10
9,105,23
9,113,7
9,114,6
9,115,8
9,122,5
9,124,3
9,135,14
9,139,13
9,154,3
9,155,9
9,156,3
9,185,4
9,195,3
9,203,4
9,234,3
9,249,7
9,252,9
9,253,6
9,254,9
9,282,19
9,283,3
9,289,14
9,293,3
9,300,17
10,4,3
10,21,7
10,22,23
10,44,5
10,59,10
10,61,52
10,62,5
10,75,20
10,91,3
10,92,19
10,93,11
10,94,3
10,110,3
10,121,5
10,125,6
10,147,3
10,209,14
10,267,4
10,274,16
10,300,14
11,3,9
11,4,32
11,13,3
11,17,11
11,22,3
11,24,20
11,27,57
11,29,30
11,30,16
11,31,12
11,32,3
11,34,21
11,35,66
11,36,8
11,37,7
11,38,5
11,39,16
11,40,10
11,41,11
11,43,3
11,44,17
11,45,25
11,49,7
11,51,4
11,57,4
11,60,34
11,66,4
11,67,7
11,68,8
11,82,18
11,86,3
11,88,6
11,89,8
11,90,4
11,94,8
11,97,10
11,98,5
11,99,8
11,100,6
11,102,3
11,104,100
11,105,3
11,110,3
11,111,4
11,113,3
11,114,4
11,115,3
11,118,7
11,119,7
11,122,19
11,123,4
11,124,15
11,126,3
11,132,5
11,133,3
11,135,9
11,136,9
11,137,5
11,138,3
11,139,4
11,140,11
11,141,3
11,147,16
11,150,5
11,151,5
11,156,6
11,157,9
11,158,20
11,159,8
11,161,9
11,165,8
11,167,8
11,168,8
11,169,18
11,178,4
11,182,9
11,185,8
11,190,16
11,191,16
11,192,6
11,194,15
11,195,13
11,196,3
11,197,39
11,198,9
11,199,13
11,200,59
11,203,12
11,204,25
11,209,18
11,211,10
11,220,16
