1,76,3
1,158,2
1,164,4
2,3,3
2,4,4
2,27,2
2,34,5
2,35,5
2,40,3
2,45,17
2,66,2
2,104,4
2,133,3
2,159,3
2,170,7
2,180,5
2,196,3
2,226,7
2,249,5
2,250,13
2,251,11
2,254,3
2,257,6
2,270,17
2,300,2
3,4,9
3,11,8
3,29,11
3,30,4
3,34,3
3,40,9
3,43,6
3,45,9
3,46,5
3,55,8
3,60,3
3,66,8
3,68,4
3,83,2
3,86,2
3,89,2
3,94,11
3,104,7
3,105,3
3,110,6
3,113,3
3,114,16
3,115,9
3,122,37
3,123,5
3,124,4
3,133,12
3,135,14
3,136,4
3,139,9
3,154,5
3,155,4
3,156,5
3,158,5
3,159,7
3,161,3
3,175,3
3,182,5
3,192,2
3,194,5
3,195,5
3,196,6
3,198,8
3,199,3
3,203,14
3,204,3
3,230,7
3,234,5
3,239,9
3,249,13
3,252,6
3,253,12
3,254,20
3,257,14
3,258,4
3,261,3
3,279,9
3,282,15
3,283,42
3,284,5
3,289,4
3,291,3
3,292,3
3,293,7
3,296,9
3,300,3
4,2,4
4,3,10
4,6,3
4,11,32
4,17,13
4,21,4
4,24,21
4,27,75
4,29,8
4,30,3
4,31,3
4,34,24
4,35,66
4,36,11
4,38,4
4,39,4
4,40,5
4,41,13
4,43,4
4,44,15
4,45,55
4,47,4
4,49,8
4,51,2
4,52,2
4,55,8
4,57,2
4,59,3
4,60,19
4,66,5
4,67,4
4,68,20
4,75,4
4,76,6
4,82,13
4,83,5
4,86,17
4,89,4
4,93,2
4,94,11
4,97,6
4,98,4
4,99,5
4,100,12
4,102,2
4,104,39
4,105,2
4,110,4
4,111,4
4,113,3
4,114,14
4,115,6
4,122,5
4,123,9
4,124,17
4,127,2
4,132,7
4,133,3
4,135,3
4,136,5
4,139,5
4,140,9
4,147,21
4,150,3
4,151,3
4,156,3
4,157,8
4,158,8
4,159,6
4,161,7
4,165,5
4,166,2
4,168,7
4,169,10
4,178,19
4,185,4
4,189,6
4,190,2
4,191,11
4,192,4
4,194,13
4,195,12
4,196,8
4,197,25
4,198,17
4,199,52
4,200,31
4,203,5
4,204,6
4,209,27
4,211,3
4,220,5
4,221,16
4,222,4
4,223,36
4,224,4
4,226,3
4,228,6
4,229,3
4,230,8
4,231,3
4,232,2
4,236,8
4,237,9
4,239,12
4,240,15
4,247,3
4,249,3
4,252,3
4,253,12
4,254,81
4,257,38
4,258,67
4,261,16
4,263,11
4,264,6
4,266,8
